track_id,Techno
13118,1
13119,1
13122,1
13124,1
13125,1
13126,1
13127,1
13128,1
14076,1
14077,1
14078,1
14079,1
14082,1
14083,1
14085,1
14087,1
14088,1
14477,1
14478,1
14481,1
14791,1
14792,1
14794,1
14796,1
14800,1
14801,1
14802,1
14818,1
14820,1
14824,1
14862,1
14866,1
14867,1
14869,1
14870,1
14871,1
14874,1
14876,1
14877,1
14909,1
14918,1
14944,1
14946,1
14948,1
14949,1
14960,1
14961,1
14973,1
14974,1
14975,1
15002,1
15010,1
15011,1
15023,1
15961,1
15962,1
15963,1
15964,1
15965,1
15966,1
15967,1
15968,1
15985,1
15986,1
15988,1
15989,1
15991,1
15992,1
15993,1
15994,1
15995,1
15996,1
15997,1
16045,1
16046,1
16047,1
16048,1
16049,1
16050,1
16051,1
16053,1
16054,1
16055,1
16056,1
16057,1
16580,1
16581,1
16582,1
16583,1
16584,1
16585,1
16586,1
16587,1
16588,1
16589,1
16590,1
16592,1
20709,1
21158,1
21159,1
21160,1
21161,1
21162,1
21163,1
21164,1
21165,1
21166,1
21167,1
21169,1
22038,1
22039,1
22040,1
23514,1
23515,1
23516,1
23518,1
23524,1
23525,1
23527,1
23530,1
23532,1
23535,1
24843,1
27405,1
27406,1
27407,1
27667,1
29037,1
29040,1
29041,1
29042,1
29043,1
29044,1
30302,1
30303,1
30304,1
30306,1
30307,1
30309,1
30315,1
33212,1
33213,1
33214,1
33216,1
33217,1
33218,1
33219,1
33220,1
33238,1
33239,1
33240,1
33241,1
33243,1
34512,1
34513,1
34515,1
34516,1
34517,1
34518,1
34519,1
34521,1
34522,1
34524,1
34525,1
34527,1
34528,1
34529,1
35566,1
35567,1
35568,1
35569,1
36138,1
36140,1
36141,1
36142,1
36143,1
39685,1
39686,1
39687,1
39940,1
39943,1
39945,1
39947,1
39949,1
40642,1
40643,1
40644,1
40645,1
40646,1
40647,1
40649,1
40650,1
40842,1
40843,1
40844,1
40845,1
41077,1
41078,1
41079,1
41088,1
41089,1
41090,1
41091,1
41093,1
42019,1
46505,1
46506,1
46507,1
46508,1
46509,1
46510,1
46511,1
46513,1
46514,1
47658,1
47659,1
47660,1
49581,1
49582,1
49583,1
51502,1
51503,1
51506,1
51508,1
51511,1
51513,1
51514,1
51515,1
51516,1
51517,1
51519,1
52628,1
52629,1
52630,1
52631,1
52632,1
52633,1
52634,1
52635,1
52638,1
52639,1
52641,1
52642,1
52644,1
52645,1
52646,1
52647,1
52648,1
52649,1
54873,1
54874,1
54876,1
54877,1
54878,1
54881,1
54883,1
54884,1
56028,1
56029,1
57405,1
57406,1
57407,1
57408,1
57409,1
57410,1
57411,1
57412,1
57413,1
57414,1
57415,1
58233,1
58234,1
58237,1
58238,1
58239,1
58264,1
58265,1
58343,1
59934,1
59935,1
59936,1
59937,1
59938,1
59939,1
59940,1
59941,1
60814,1
60826,1
61745,1
61746,1
61747,1
61750,1
61752,1
61753,1
61756,1
61757,1
63341,1
63342,1
63343,1
63344,1
63345,1
63346,1
63347,1
63348,1
63349,1
63351,1
63352,1
63353,1
63354,1
63355,1
63356,1
63357,1
63358,1
63359,1
63360,1
63361,1
63362,1
63363,1
63364,1
63371,1
63372,1
63373,1
63374,1
63375,1
66330,1
66331,1
66332,1
66333,1
66381,1
66390,1
66522,1
66524,1
72210,1
76654,1
76656,1
76657,1
76658,1
76659,1
76664,1
76665,1
77952,1
80229,1
80230,1
80231,1
80232,1
80233,1
80235,1
82580,1
82581,1
82582,1
82583,1
82584,1
82585,1
82702,1
82703,1
82704,1
82706,1
82707,1
82708,1
82709,1
82711,1
82713,1
82714,1
82715,1
84777,1
87157,1
87158,1
87159,1
87160,1
87161,1
87521,1
89814,1
89816,1
89817,1
91982,1
91983,1
91984,1
91987,1
91998,1
92431,1
92432,1
92462,1
92463,1
92464,1
92465,1
92466,1
92552,1
93721,1
93722,1
93725,1
93727,1
95169,1
95170,1
95171,1
95173,1
95174,1
95175,1
95176,1
95177,1
97547,1
97548,1
98202,1
98203,1
98206,1
99703,1
99707,1
106768,1
106770,1
106771,1
106772,1
106773,1
106774,1
108215,1
108216,1
108217,1
108219,1
108415,1
108416,1
108418,1
108420,1
108421,1
108422,1
108423,1
108524,1
108525,1
108526,1
108527,1
108529,1
108530,1
108532,1
108533,1
114288,1
114289,1
114290,1
114291,1
114292,1
114293,1
114294,1
114295,1
114296,1
114298,1
115697,1
115698,1
115699,1
118726,1
118727,1
118729,1
118730,1
118731,1
118732,1
118734,1
118856,1
118857,1
118859,1
118860,1
118861,1
120792,1
120793,1
120794,1
120795,1
120796,1
122456,1
122457,1
124912,1
124913,1
124915,1
124918,1
125150,1
125153,1
125154,1
125155,1
125158,1
125160,1
125288,1
125999,1
126292,1
126773,1
127157,1
127158,1
127159,1
128759,1
128760,1
129698,1
129699,1
129700,1
129701,1
129702,1
129703,1
130802,1
130803,1
130805,1
130806,1
130807,1
130808,1
130809,1
130995,1
130996,1
130997,1
130998,1
130999,1
131000,1
131001,1
132129,1
132131,1
132515,1
132516,1
132517,1
132518,1
132519,1
132520,1
132521,1
132523,1
133844,1
133845,1
133846,1
133847,1
133848,1
133849,1
134446,1
134448,1
134547,1
134548,1
134549,1
134551,1
134553,1
135115,1
135116,1
135117,1
137427,1
137428,1
137429,1
137430,1
137432,1
137433,1
137434,1
137435,1
137436,1
137920,1
137921,1
137922,1
137923,1
137924,1
137925,1
137926,1
137927,1
138484,1
138489,1
138578,1
138579,1
138580,1
138581,1
139718,1
139719,1
139720,1
139721,1
139723,1
139725,1
139726,1
139727,1
139728,1
139729,1
140134,1
140135,1
140561,1
140562,1
140563,1
140564,1
141230,1
141231,1
141870,1
141871,1
141872,1
141873,1
141874,1
141875,1
143126,1
143128,1
143129,1
144390,1
144391,1
144392,1
144393,1
144394,1
144396,1
144397,1
144398,1
144399,1
144400,1
144401,1
144402,1
144422,1
144423,1
144424,1
144570,1
144574,1
144575,1
145464,1
146457,1
146458,1
148014,1
148015,1
148016,1
148017,1
148062,1
148439,1
148440,1
148441,1
148442,1
148443,1
148444,1
150355,1
150356,1
150983,1
150984,1
150986,1
151032,1
151037,1
151109,1
151112,1
151113,1
151533,1
151536,1
151557,1
151764,1
151765,1
152325,1
152326,1
152327,1
152330,1
152331,1
152332,1
152361,1
152362,1
152364,1
152458,1
152460,1
152463,1
152464,1
152465,1
152466,1
154962,1
154963,1
154964,1
154965,1
154966,1
155130,1
155138,1
155140,1
155141,1
155142,1
83909,0
95915,0
25153,0
113290,0
73336,0
36530,0
11722,0
35987,0
65660,0
54368,0
104064,0
102208,0
130368,0
40809,0
20090,0
104688,0
47024,0
22023,0
55150,0
73371,0
153383,0
99304,0
46652,0
44231,0
62221,0
686,0
147181,0
3952,0
54938,0
59022,0
46648,0
54078,0
148582,0
95571,0
122379,0
139936,0
130854,0
32956,0
125721,0
80842,0
21958,0
86454,0
98581,0
121738,0
84789,0
84515,0
130686,0
50448,0
11257,0
120914,0
19584,0
141972,0
70452,0
142552,0
39660,0
125202,0
33185,0
75272,0
111401,0
40134,0
52033,0
66779,0
100521,0
127911,0
17912,0
138057,0
75974,0
145763,0
142414,0
111387,0
122883,0
120198,0
112788,0
127287,0
11447,0
12534,0
122999,0
96400,0
40783,0
17996,0
46149,0
63666,0
118230,0
11854,0
63914,0
117879,0
51289,0
10360,0
120208,0
20157,0
120922,0
75221,0
131651,0
149625,0
132095,0
73193,0
71711,0
47772,0
110611,0
122876,0
65171,0
86521,0
68333,0
116243,0
31261,0
96403,0
125293,0
44194,0
120782,0
36652,0
125545,0
116341,0
65669,0
91458,0
115914,0
37963,0
85709,0
30901,0
29602,0
997,0
56836,0
10368,0
109111,0
11390,0
26014,0
113528,0
52474,0
55950,0
41962,0
132915,0
19633,0
107512,0
125696,0
3624,0
137590,0
149663,0
52040,0
73344,0
13555,0
116240,0
80560,0
123964,0
73343,0
91895,0
145608,0
75372,0
113809,0
123278,0
39434,0
53807,0
30498,0
147379,0
55579,0
46014,0
149708,0
47778,0
72215,0
28108,0
112487,0
91341,0
25149,0
57655,0
48092,0
28199,0
115722,0
20280,0
36472,0
97968,0
20203,0
58604,0
57662,0
122185,0
66399,0
17794,0
149082,0
36567,0
38845,0
122895,0
11738,0
70440,0
47775,0
59511,0
122544,0
5030,0
131773,0
142397,0
37918,0
154365,0
5013,0
70458,0
20097,0
67001,0
36959,0
70444,0
54039,0
42865,0
44095,0
20088,0
99031,0
147948,0
137564,0
35544,0
126055,0
57443,0
15531,0
75686,0
40782,0
145209,0
142396,0
122704,0
127205,0
114199,0
41801,0
129735,0
107384,0
85317,0
70654,0
53232,0
64594,0
60968,0
138042,0
82860,0
74360,0
129051,0
15540,0
140046,0
28170,0
122540,0
120921,0
80078,0
20129,0
107848,0
96710,0
33987,0
56013,0
47465,0
16822,0
59502,0
89704,0
36965,0
118232,0
105145,0
125287,0
21135,0
83913,0
18028,0
62333,0
7012,0
147811,0
25123,0
78126,0
64331,0
20201,0
152359,0
108229,0
49404,0
42914,0
21701,0
109658,0
16400,0
63191,0
49395,0
71396,0
54130,0
63758,0
151054,0
21587,0
24515,0
144175,0
112318,0
72026,0
75271,0
107124,0
123837,0
28918,0
71620,0
107429,0
59016,0
99085,0
20731,0
61670,0
71991,0
154358,0
608,0
64631,0
71257,0
141159,0
15260,0
111930,0
18712,0
149711,0
49066,0
145021,0
18026,0
151049,0
69786,0
69904,0
18001,0
75266,0
8204,0
67623,0
34467,0
69210,0
20491,0
115720,0
11839,0
142454,0
56083,0
36460,0
41957,0
126604,0
133326,0
123382,0
134825,0
20152,0
28118,0
20142,0
30893,0
41882,0
134985,0
140923,0
35002,0
132436,0
124423,0
85834,0
11446,0
121253,0
139627,0
121591,0
39850,0
151055,0
25152,0
145708,0
80076,0
66783,0
120939,0
147808,0
128916,0
20153,0
121454,0
86161,0
108775,0
23145,0
107389,0
142674,0
90652,0
52573,0
60736,0
7780,0
34506,0
59578,0
16366,0
106875,0
118222,0
122712,0
63468,0
69693,0
19609,0
134052,0
52579,0
134188,0
31250,0
8215,0
50858,0
19592,0
140421,0
44286,0
3532,0
31245,0
118279,0
114198,0
141164,0
70418,0
123748,0
76388,0
74914,0
99094,0
11782,0
75225,0
101947,0
116238,0
40808,0
108037,0
11917,0
24216,0
46718,0
52114,0
61891,0
87323,0
140922,0
34508,0
140946,0
1929,0
154355,0
99079,0
145567,0
113025,0
123915,0
15143,0
78995,0
127402,0
120936,0
109464,0
23455,0
54234,0
127448,0
74373,0
63444,0
124506,0
26431,0
19419,0
121317,0
21138,0
148587,0
11428,0
19626,0
70876,0
51168,0
51939,0
51774,0
69209,0
117863,0
55107,0
145819,0
4396,0
110080,0
108968,0
89879,0
4407,0
64249,0
46135,0
47194,0
67452,0
125723,0
10028,0
58210,0
59510,0
132165,0
132463,0
51779,0
28121,0
47502,0
115719,0
134353,0
13590,0
69208,0
111974,0
108809,0
39018,0
11770,0
130398,0
67791,0
147814,0
123972,0
97985,0
46008,0
75220,0
70939,0
102134,0
129736,0
122088,0
73338,0
50138,0
16701,0
30895,0
120448,0
821,0
10983,0
47521,0
16372,0
48931,0
67564,0
17498,0
45934,0
93058,0
30899,0
120933,0
138008,0
67330,0
11609,0
93086,0
18008,0
127531,0
33200,0
18013,0
25236,0
133629,0
56658,0
17585,0
78555,0
95675,0
137207,0
20962,0
127273,0
52473,0
72287,0
138066,0
38911,0
106700,0
58525,0
43316,0
123376,0
36466,0
50752,0
124993,0
28548,0
17998,0
134048,0
72076,0
91304,0
54932,0
86042,0
137588,0
47500,0
131153,0
141181,0
101410,0
36539,0
63470,0
116339,0
32883,0
32325,0
69683,0
105703,0
47474,0
54937,0
139043,0
59060,0
54235,0
75418,0
127276,0
128504,0
130163,0
65673,0
44794,0
98615,0
93934,0
20750,0
13706,0
65680,0
87225,0
99158,0
36461,0
122187,0
18005,0
150161,0
11019,0
149523,0
148513,0
122710,0
122206,0
11261,0
133624,0
65783,0
20095,0
20139,0
63902,0
43313,0
18029,0
147839,0
34315,0
72790,0
68570,0
149668,0
67005,0
149648,0
24552,0
26626,0
86081,0
10038,0
125377,0
10042,0
12922,0
60688,0
15629,0
10128,0
87154,0
122872,0
5245,0
48089,0
23160,0
135054,0
40132,0
81053,0
113600,0
4786,0
20745,0
90406,0
131425,0
30508,0
111932,0
11797,0
85345,0
28916,0
87372,0
110724,0
33544,0
91967,0
98220,0
44287,0
4762,0
58116,0
92551,0
63802,0
60528,0
40598,0
131960,0
78834,0
106506,0
89215,0
1015,0
115723,0
124416,0
62335,0
101089,0
20198,0
68713,0
113165,0
63912,0
16424,0
131964,0
90847,0
137898,0
141970,0
109958,0
124401,0
29255,0
147809,0
102178,0
11837,0
48369,0
114043,0
75274,0
50060,0
123750,0
108314,0
98025,0
59021,0
17324,0
128484,0
143094,0
65663,0
145024,0
105443,0
20738,0
148145,0
56575,0
137273,0
137896,0
127203,0
